,agent,step,test_id,avg_reward,std_reward
0,ia2c,600,-1,-1106.2905140241023,1451.5340178559575
1,ia2c,1200,-1,-2132.439317670478,1510.4186991632982
2,ia2c,1800,-1,-621.2851561178376,559.0673682975761
3,ia2c,2400,-1,-1612.2505094449104,1102.8691010402492
4,ia2c,3000,-1,-1354.6224482564394,1258.714444977818
5,ia2c,3600,-1,-1130.88957755292,1491.9987379266095
6,ia2c,3960,-1,-1133.2837702437948,1085.2778651049302
7,ia2c,4560,-1,-123.70349435458472,177.28551792249365
8,ia2c,5160,-1,-310.5453108334413,438.46799223148776
9,ia2c,5760,-1,-258.8041168782291,364.2972253320637
10,ia2c,6360,-1,-476.7031401710962,563.7551543774756
11,ia2c,6960,-1,-56.704648008984876,82.81835261307155
12,ia2c,7560,-1,-609.1200381986067,762.3227586860307
13,ia2c,8160,-1,-153.79468873478996,188.9330134926913
14,ia2c,8760,-1,-166.16893043133902,200.41095886829018
15,ia2c,9360,-1,-429.83754752609605,263.29709808748873
16,ia2c,9960,-1,-1326.8350058493522,662.1415317557206
17,ia2c,10560,-1,-1544.9842520819557,979.9645256073816
18,ia2c,11160,-1,-280.8745660604056,488.55357261201044
19,ia2c,11760,-1,-897.0797444849757,787.5487147270607
20,ia2c,12360,-1,-1497.9777447608953,600.2971291007993
21,ia2c,12960,-1,-1282.828688276948,1305.8934276446214
22,ia2c,13320,-1,-2524.511820255992,967.3152186823474
23,ia2c,13920,-1,-1090.7521503572793,1178.6446135368874
24,ia2c,14520,-1,-865.3350314443151,1010.7926420222005
25,ia2c,15120,-1,-373.7222259732121,125.26236633714396
26,ia2c,15720,-1,-1127.6339378120254,1227.1238411554548
27,ia2c,16320,-1,-562.0743775915998,818.3329751221556
28,ia2c,16920,-1,-661.1261431647883,745.9820518958992
29,ia2c,17220,-1,-2038.8677666179033,1090.8457482845758
30,ia2c,17820,-1,-314.3795674720485,84.98126907776599
31,ia2c,18420,-1,-842.7567287501274,1284.208265043138
32,ia2c,19020,-1,-742.6008527311354,1027.71882946291
33,ia2c,19620,-1,-258.8421151394452,70.78920383012317
34,ia2c,20220,-1,-813.0038805380344,685.3408970036791
35,ia2c,20820,-1,-587.3464433508653,840.0580858153004
36,ia2c,21420,-1,-240.46053477551413,58.80596116218712
37,ia2c,22020,-1,-840.1522036426717,1285.3872542457316
38,ia2c,22620,-1,-981.0056751854507,697.2416076977119
39,ia2c,23220,-1,-493.224984448235,852.8316285214513
40,ia2c,23520,-1,-1920.1773719174364,969.1641501267565
41,ia2c,24120,-1,-1294.4498952890078,890.7495239318285
42,ia2c,24720,-1,-840.4320624700833,1285.648351702139
43,ia2c,25320,-1,-1901.677257669003,1161.0081039265174
44,ia2c,25920,-1,-2142.4818654170954,1476.7974409202318
45,ia2c,26520,-1,-1834.2847129140441,1355.7671026004562
46,ia2c,27120,-1,-552.6119148941741,752.338651298227
47,ia2c,27720,-1,-335.9634850518272,114.38867753326006
48,ia2c,28320,-1,-752.1992397076389,940.0545840800635
49,ia2c,28920,-1,-698.4309240647053,1002.0365092303668
50,ia2c,29520,-1,-2083.5588469825225,1561.6322523793206
51,ia2c,30120,-1,-1289.5789550788463,1405.3164343484934
52,ia2c,30720,-1,-2086.6550531628995,1559.4394452577458
53,ia2c,31020,-1,-2472.007659175429,1022.5421141372326
54,ia2c,31620,-1,-1742.5844874364868,1109.2588567388964
55,ia2c,32220,-1,-1354.5825482815878,1487.0259841009763
56,ia2c,32820,-1,-1407.9008440389641,1588.9419382083793
57,ia2c,33420,-1,-1355.9677348865039,1553.1352159831106
58,ia2c,33720,-1,-2275.0828455314854,1070.09192642987
59,ia2c,34320,-1,-1248.7757791614936,1389.786070419359
60,ia2c,34620,-1,-1757.4922894774033,905.3756028025595
61,ia2c,34920,-1,-1776.5543573376528,1183.1433101925154
62,ia2c,35520,-1,-648.8670183915632,1101.917305198405
63,ia2c,35820,-1,-1116.5297247411663,538.0771476549803
64,ia2c,36420,-1,-1012.8999822335268,494.7484231332349
65,ia2c,36780,-1,-1828.500371606183,1128.0702826136162
66,ia2c,37380,-1,-911.7832488613816,1403.1299534132265
67,ia2c,37680,-1,-2431.4433606699686,1535.5552476243151
68,ia2c,37920,-1,-965.0941160774453,860.2954029891707
69,ia2c,38220,-1,-1680.133587874162,1053.47640019106
70,ia2c,38580,-1,-2223.285427012479,929.6695816903144
71,ia2c,38820,-1,-1007.6585921715715,1008.1923364722079
72,ia2c,39420,-1,-927.4733966488261,1242.9551727107446
73,ia2c,40020,-1,-1099.9440834627903,1427.889769388633
74,ia2c,40320,-1,-1697.849458500402,1189.2020287273094
75,ia2c,40920,-1,-888.7641037074818,1188.403052316301
76,ia2c,41520,-1,-1460.6731408246826,1427.626180849385
77,ia2c,42120,-1,-195.5051050243553,201.9219583092664
78,ia2c,42720,-1,-1571.0216956508723,1349.917111858641
79,ia2c,43320,-1,-58.99526341700748,84.79903945317474
80,ia2c,43920,-1,-815.8778721417342,1022.633015263118
81,ia2c,44520,-1,-2333.6615933159133,1551.8783606804016
82,ia2c,45120,-1,-2015.2118504750717,1557.7921535374028
83,ia2c,45720,-1,-1305.090660886958,1162.893074708369
84,ia2c,46320,-1,-2047.6576794848618,1391.8639897977146
85,ia2c,46620,-1,-2233.7413917981303,1056.6981501654648
86,ia2c,47220,-1,-92.76839332372745,143.47489165172647
87,ia2c,47820,-1,-1784.210273472761,1385.4558030044223
88,ia2c,48420,-1,-1408.990743225936,1256.4506166521458
89,ia2c,49020,-1,-1857.8819671593244,1112.9792065160686
90,ia2c,49620,-1,-1493.661780361901,1061.0332148119037
91,ia2c,49980,-1,-1838.4791278210896,775.8953127412501
92,ia2c,50580,-1,-1696.3943108442834,1179.7651840134663
93,ia2c,51180,-1,-1196.094422534567,614.1444396471996
94,ia2c,51780,-1,-1917.051846116074,1090.4964854083482
95,ia2c,52380,-1,-112.15880707916585,160.767501652008
96,ia2c,52680,-1,-2190.7379776661837,965.3056619221321
97,ia2c,53280,-1,-2067.475399408978,1520.5878611948867
98,ia2c,53880,-1,-806.4240558764335,1073.7587050597642
99,ia2c,54480,-1,-86.20657878862137,87.99720351090808
100,ia2c,55080,-1,-1340.402803441061,1379.363895399947
101,ia2c,55680,-1,-57.2472779741659,82.83110836427676
102,ia2c,56280,-1,-56.39875847561166,80.76337360201669
103,ia2c,56880,-1,-183.85276602121712,298.7751796936617
104,ia2c,57480,-1,-1832.6349288633064,1497.8958353509058
105,ia2c,58080,-1,-2286.989935202722,1497.4286114561608
106,ia2c,58680,-1,-2230.9196386760605,1518.654784382223
107,ia2c,59280,-1,-2164.1238660751264,1038.9410675925778
108,ia2c,59880,-1,-2238.4913513645224,1560.3637397898701
109,ia2c,60480,-1,-1576.8837101871445,987.7565012635599
110,ia2c,61080,-1,-1671.479009968112,1457.2599463138015
111,ia2c,61680,-1,-60.40048021708137,101.38016646619573
112,ia2c,62280,-1,-65.01220000707495,94.59572114191597
113,ia2c,62880,-1,-668.347045163365,449.61911973807645
114,ia2c,63480,-1,-2088.965395456946,1681.9554187177005
115,ia2c,64080,-1,-2129.9921136143344,1293.7680822190232
116,ia2c,64680,-1,-1574.8598075964314,1450.1182053727075
117,ia2c,65280,-1,-2228.960762391057,1520.1281077302463
118,ia2c,65880,-1,-2090.198150470495,1271.6839566551
119,ia2c,66480,-1,-1297.3267322226936,1365.8063697397006
120,ia2c,67080,-1,-602.2926698902824,916.0611930761374
121,ia2c,67680,-1,-2322.541400081772,1514.3939855760711
122,ia2c,68280,-1,-59.401893357654636,86.14432857712605
123,ia2c,68880,-1,-96.001527307499,91.0157382079602
124,ia2c,69480,-1,-138.32837458112422,148.85730609263425
125,ia2c,70080,-1,-1939.6946590068158,1507.9538362380624
126,ia2c,70680,-1,-1405.1957276176488,1011.9425268771305
127,ia2c,71280,-1,-1572.0400023065688,1698.278208868306
128,ia2c,71880,-1,-976.9407441871887,1195.4001998607746
129,ia2c,72480,-1,-1260.442589477083,900.9634819474949
130,ia2c,73080,-1,-1362.88038721771,1369.4981642757825
131,ia2c,73680,-1,-1271.5725237799659,1274.8001726905156
132,ia2c,73980,-1,-2122.829096045842,864.6779373986766
133,ia2c,74580,-1,-1171.6280334162532,1279.0573963377344
134,ia2c,75180,-1,-944.3472076134748,1165.7644177772816
135,ia2c,75780,-1,-1375.9025265827222,1141.428218561715
136,ia2c,76380,-1,-2130.7103224551665,1073.8085948201094
137,ia2c,76980,-1,-648.9174426953438,780.7750397889532
138,ia2c,77580,-1,-2320.076339726224,1476.2076377710177
139,ia2c,78180,-1,-1438.4144055372487,1366.643275182422
140,ia2c,78780,-1,-1352.8437981535012,1341.0745417692926
141,ia2c,79380,-1,-1197.8365678361258,890.2696684575134
142,ia2c,79980,-1,-1356.5953360618616,1275.6693624685865
143,ia2c,80580,-1,-1509.243482616231,940.2236296486809
144,ia2c,81180,-1,-1237.2928712745786,1344.6107692646233
145,ia2c,81780,-1,-980.6326950616593,971.3567057937436
146,ia2c,82380,-1,-983.4821946567146,1225.1505997479608
147,ia2c,82980,-1,-907.301038353638,1108.242588364482
148,ia2c,83580,-1,-1288.9465464286718,625.4745303403754
149,ia2c,83880,-1,-1744.7801342556827,1222.298449931953
150,ia2c,84480,-1,-1228.008921515124,1461.423827234919
151,ia2c,84780,-1,-1545.5633250478877,1028.1961331801378
152,ia2c,85380,-1,-1694.832669782425,1191.134540783391
153,ia2c,85980,-1,-1272.011282873564,1179.304040572874
154,ia2c,86580,-1,-1618.1804415602949,828.9798167309314
155,ia2c,87180,-1,-2237.9209282343136,1208.2256131227118
156,ia2c,87780,-1,-972.8277865638728,1410.463566381435
157,ia2c,88380,-1,-1121.308583065616,1020.660073184186
158,ia2c,88980,-1,-1673.0336977474774,1683.6780485864022
159,ia2c,89580,-1,-1406.3068221277626,1508.2651156405132
160,ia2c,89940,-1,-1399.387148167012,722.1216436470721
161,ia2c,90540,-1,-1557.2021886997475,1584.857305134817
162,ia2c,91140,-1,-1364.0451237140735,1261.344237833543
163,ia2c,91740,-1,-789.818240996382,1200.6398224127922
164,ia2c,92340,-1,-1374.9822609436203,1442.5781737275217
165,ia2c,92940,-1,-1370.6382209128185,1633.394972583346
166,ia2c,93540,-1,-836.0386369683104,1057.7975130121563
167,ia2c,94140,-1,-1333.3567456211126,868.1827311077029
168,ia2c,94740,-1,-1249.4858367276338,1335.444163954065
169,ia2c,95340,-1,-1117.5374225264625,1071.7205797589224
170,ia2c,95640,-1,-1769.4588383144608,1023.5823126891959
171,ia2c,96240,-1,-1024.632204767094,764.2781284663623
172,ia2c,96840,-1,-1593.2861071848208,1397.0478454026982
173,ia2c,97440,-1,-2177.509398546825,1330.020649198923
174,ia2c,98040,-1,-969.1462513038391,556.0724713399102
175,ia2c,98640,-1,-1312.3246164776492,1603.685529886667
176,ia2c,99240,-1,-1597.6589602062488,1089.7484467266745
177,ia2c,99840,-1,-654.479433530728,1047.9950003704544
178,ia2c,100440,-1,-2234.394243383274,1497.478912927844
179,ia2c,101040,-1,-2372.2069671813997,1445.1365980088692
180,ia2c,101640,-1,-856.8333525247164,844.2467942627909
181,ia2c,102240,-1,-655.2468815796827,780.2694943113692
182,ia2c,102840,-1,-1266.483847183038,1202.0240833161613
183,ia2c,103440,-1,-1199.048609840913,1108.630130115958
184,ia2c,104040,-1,-634.7238474955301,1133.5142471998909
185,ia2c,104640,-1,-1225.9090267056993,1131.355410170362
186,ia2c,105240,-1,-958.6285325600189,490.16601993812066
187,ia2c,105840,-1,-1375.5914509659506,1213.3241342304063
188,ia2c,106440,-1,-1290.8575131262287,872.7849223259534
189,ia2c,106740,-1,-1573.0523541383106,688.3651550616989
190,ia2c,107340,-1,-910.5934024072918,817.1079194036425
191,ia2c,107940,-1,-1202.1760056768462,1181.7771724449049
192,ia2c,108540,-1,-603.0509691938573,784.4961334366461
193,ia2c,109140,-1,-1226.5422479199924,780.1979982367864
194,ia2c,109740,-1,-1277.359439177038,975.6948857272321
195,ia2c,110340,-1,-652.2481208159114,1217.478312504133
196,ia2c,110940,-1,-1647.9971565009362,1318.1201724149894
197,ia2c,111300,-1,-1779.3188997883767,910.062534307569
198,ia2c,111900,-1,-1982.907926919847,1437.8122094011846
199,ia2c,112500,-1,-1761.4941055696604,989.3139256136052
200,ia2c,112800,-1,-1802.0965815465338,834.4573610933439
201,ia2c,113400,-1,-1288.1279624838153,1615.1547505050028
202,ia2c,114000,-1,-615.169007738379,515.6219068012571
203,ia2c,114600,-1,-1063.8709360598002,1336.509897132399
204,ia2c,115200,-1,-1074.6815961745351,1299.2565082211052
205,ia2c,115800,-1,-1177.4437456610779,1431.3129732189868
206,ia2c,116400,-1,-1638.70961748061,1185.329298282772
207,ia2c,117000,-1,-1771.8453252965721,1037.5373353214864
